Data;Fechamento;Abertura;Maxima;Minima;Var%
01062001;2.0178;2.0110;2.0330;1.9996;0.18%
04062001;2.0191;2.0109;2.0301;1.9888;0.06%
05062001;2.0319;2.0164;2.0427;2.0066;0.63%
06062001;2.0237;2.0310;2.0392;2.0080;-0.40%
07062001;2.0082;2.0208;2.0360;2.0031;-0.77%
08062001;2.0071;2.0106;2.0225;1.9915;-0.05%
11062001;2.0085;2.0031;2.0150;1.9899;0.07%
12062001;2.0512;2.0073;2.0530;2.0021;2.13%
13062001;2.0715;2.0493;2.0733;2.0415;0.99%
14062001;2.0899;2.0724;2.0930;2.0554;0.89%
15062001;2.0830;2.0896;2.1032;2.0679;-0.33%
18062001;2.1216;2.0841;2.1327;2.0656;1.85%
19062001;2.1166;2.1205;2.1224;2.0982;-0.24%
20062001;2.1147;2.1161;2.1261;2.0991;-0.09%
21062001;2.0237;2.1152;2.1258;2.0220;-4.30%
22062001;1.9682;2.0225;2.0286;1.9666;-2.74%
25062001;1.9745;1.9659;1.9988;1.9593;0.32%
26062001;2.0156;1.9738;2.0168;1.9721;2.08%
27062001;1.9567;2.0152;2.0201;1.9503;-2.92%
28062001;1.9531;1.9537;1.9771;1.9302;-0.18%
29062001;1.9639;1.9528;1.9724;1.9465;0.55%
02072001;1.9750;1.9644;1.9797;1.9483;0.57%
03072001;1.9930;1.9739;2.0007;1.9669;0.91%
04072001;2.0472;1.9915;2.0514;1.9776;2.72%
05072001;2.0960;2.0459;2.0965;2.0073;2.38%
06072001;2.0602;2.0920;2.1523;2.0493;-1.71%
09072001;2.0831;2.0559;2.0927;2.0493;1.11%
10072001;2.1358;2.0780;2.1445;2.0738;2.53%
11072001;2.1506;2.1355;2.2179;2.1308;0.69%
12072001;2.1781;2.1451;2.2213;2.1284;1.28%
13072001;2.1856;2.1764;2.2238;2.1549;0.34%
16072001;2.1995;2.1996;2.2323;2.1966;0.64%
17072001;2.1489;2.1969;2.1996;2.1336;-2.30%
18072001;2.1880;2.1012;2.2043;2.0937;1.82%
19072001;2.1816;2.1876;2.2087;2.1583;-0.29%
20072001;2.1324;2.1827;2.2014;2.1183;-2.26%
23072001;2.0981;2.1296;2.1353;2.0787;-1.61%
24072001;2.1568;2.0969;2.1692;2.0337;2.80%
25072001;2.1898;2.1620;2.2039;2.1476;1.53%
26072001;2.2085;2.1743;2.2108;2.1618;0.85%
27072001;2.1541;2.2058;2.2123;2.1477;-2.46%
30072001;2.1223;2.1495;2.1548;2.0940;-1.48%
31072001;2.1669;2.1195;2.1783;2.1002;2.10%
01082001;2.2038;2.1657;2.2142;2.1572;1.70%
02082001;2.2020;2.2023;2.2128;2.1680;-0.08%
03082001;2.2128;2.1980;2.2201;2.1672;0.49%
06082001;2.1654;2.2101;2.2111;2.1585;-2.14%
07082001;2.1810;2.1631;2.1826;2.1339;0.72%
08082001;2.1749;2.1633;2.1933;2.1453;-0.28%
09082001;2.1985;2.1751;2.2139;2.1729;1.09%
10082001;2.1994;2.1979;2.2319;2.1947;0.04%
13082001;2.2402;2.1977;2.2515;2.1947;1.86%
14082001;2.2734;2.2409;2.2761;2.2319;1.48%
15082001;2.2751;2.2693;2.2992;2.2540;0.07%
16082001;2.2822;2.2730;2.3505;2.2517;0.31%
17082001;2.3118;2.2794;2.3266;2.2742;1.30%
20082001;2.3024;2.3103;2.3312;2.2904;-0.41%
21082001;2.3403;2.3003;2.3521;2.2925;1.65%
22082001;2.3068;2.3397;2.3552;2.2856;-1.43%
23082001;2.3146;2.2999;2.3258;2.2882;0.34%
24082001;2.3297;2.3119;2.3390;2.2975;0.65%
27082001;2.3310;2.3238;2.3355;2.3111;0.06%
28082001;2.3340;2.3299;2.3359;2.3002;0.13%
29082001;2.3136;2.3338;2.3402;2.2880;-0.87%
30082001;2.3197;2.3115;2.3676;2.2912;0.26%
31082001;2.3396;2.3175;2.3413;2.3055;0.86%
03092001;2.3273;2.3321;2.3345;2.3118;-0.53%
04092001;2.2705;2.3275;2.3295;2.2592;-2.44%
05092001;2.2833;2.2682;2.2894;2.2605;0.56%
06092001;2.3141;2.2843;2.3222;2.2724;1.35%
07092001;2.3429;2.3122;2.3437;2.2838;1.24%
10092001;2.3396;2.3233;2.3578;2.3050;-0.14%
11092001;2.4333;2.3308;2.4549;2.3217;4.00%
12092001;2.4376;2.4238;2.4414;2.3953;0.18%
13092001;2.4219;2.4363;2.4974;2.4185;-0.64%
14092001;2.4741;2.4204;2.5098;2.4127;2.16%
17092001;2.4650;2.4800;2.5076;2.3697;-0.37%
18092001;2.4992;2.4653;2.5017;2.4485;1.39%
19092001;2.5126;2.4968;2.5305;2.4837;0.54%
20092001;2.5676;2.5095;2.5757;2.4261;2.19%
21092001;2.5892;2.5661;2.5934;2.9433;0.84%
24092001;2.4614;2.5837;2.6059;2.4593;-4.94%
25092001;2.5029;2.4590;2.5311;2.8867;1.69%
26092001;2.5279;2.5011;2.5590;2.4917;1.00%
27092001;2.4559;2.5254;2.5284;2.4395;-2.85%
28092001;2.4341;2.4545;2.4562;2.3847;-0.89%
01102001;2.4595;2.4297;2.4699;2.3985;1.04%
02102001;2.4884;2.4527;2.4907;2.4420;1.18%
03102001;2.5002;2.4825;2.5206;2.4788;0.47%
04102001;2.5210;2.4955;2.5299;2.4582;0.83%
05102001;2.5476;2.5191;2.5527;2.4547;1.06%
08102001;2.5528;2.5447;2.5873;2.5203;0.20%
09102001;2.5396;2.5501;2.5602;2.5322;-0.52%
10102001;2.5250;2.5376;2.5561;2.5090;-0.57%
11102001;2.5097;2.5224;2.5284;2.4940;-0.61%
12102001;2.5350;2.5090;2.5384;2.5048;1.01%
15102001;2.5201;2.5340;2.5417;2.4960;-0.59%
16102001;2.4596;2.5160;2.5179;2.4420;-2.40%
17102001;2.4600;2.4618;2.4821;2.4341;0.02%
18102001;2.4912;2.4565;2.4982;2.4489;1.27%
19102001;2.4579;2.4907;2.4985;2.3966;-1.34%
22102001;2.4259;2.4482;2.5004;2.3894;-1.30%
23102001;2.4310;2.4215;2.4405;2.3974;0.21%
24102001;2.4658;2.4323;2.4846;2.4293;1.43%
25102001;2.4247;2.4678;2.4839;2.4103;-1.67%
26102001;2.4332;2.4223;2.4464;2.4169;0.35%
29102001;2.4634;2.4205;2.4947;2.4191;1.24%
30102001;2.4633;2.4623;2.4849;2.4381;-0.00%
31102001;2.4257;2.4618;2.4724;2.3925;-1.53%
01112001;2.4128;2.4268;2.5162;2.4061;-0.53%
02112001;2.4109;2.4093;2.4173;2.4059;-0.08%
05112001;2.3193;2.4093;2.4108;2.3146;-3.80%
06112001;2.3342;2.3167;2.3781;2.3118;0.64%
07112001;2.3008;2.3317;2.3712;2.2814;-1.43%
08112001;2.2606;2.2957;2.3126;2.2420;-1.75%
09112001;2.2691;2.2584;2.2770;2.2459;0.38%
12112001;2.2809;2.2696;2.3199;2.2566;0.52%
13112001;2.2305;2.2793;2.2809;2.2092;-2.21%
14112001;2.2476;2.2264;2.2530;2.2115;0.77%
15112001;2.2445;2.2451;2.2534;2.2378;-0.14%
16112001;2.2333;2.2422;2.2587;2.2308;-0.50%
19112001;2.2141;2.2321;2.2364;2.1979;-0.86%
20112001;2.2524;2.2123;2.2584;2.2118;1.73%
21112001;2.2362;2.2519;2.2543;2.2124;-0.72%
22112001;2.2240;2.2340;2.2378;2.2213;-0.55%
23112001;2.1978;2.2228;2.2319;2.1902;-1.18%
26112001;2.1618;2.1926;2.2112;2.1567;-1.64%
27112001;2.1829;2.1589;2.1922;2.1487;0.98%
28112001;2.2041;2.1820;2.2143;2.1761;0.97%
29112001;2.2597;2.2024;2.2639;2.1957;2.52%
30112001;2.2369;2.2597;2.2890;2.2230;-1.01%
03122001;2.1860;2.2336;2.2373;2.1748;-2.28%
04122001;2.1691;2.1843;2.1871;2.1497;-0.77%
05122001;2.1624;2.1683;2.1885;2.1359;-0.31%
06122001;2.1649;2.1616;2.1808;2.1499;0.12%
07122001;2.1250;2.1634;2.1658;2.1203;-1.84%
10122001;2.0773;2.1240;2.1300;2.0582;-2.24%
11122001;2.1239;2.0762;2.1319;2.0597;2.24%
12122001;2.1158;2.1231;2.1360;2.0913;-0.38%
13122001;2.1175;2.1155;2.1498;2.1085;0.08%
14122001;2.1458;2.1171;2.1665;2.1094;1.34%
17122001;2.1244;2.1447;2.1635;2.1160;-1.00%
18122001;2.0989;2.1235;2.1464;2.0760;-1.20%
19122001;2.0724;2.0981;2.1006;2.0448;-1.26%
20122001;2.1037;2.0716;2.1179;1.9974;1.51%
21122001;2.0800;2.1006;2.1097;2.0633;-1.13%
24122001;2.0521;2.0753;2.0823;2.0398;-1.34%
25122001;2.0499;2.0509;2.0633;2.0486;-0.11%
26122001;2.0419;2.0549;2.0744;2.0261;-0.39%
27122001;2.0582;2.0412;2.0685;2.0316;0.80%
28122001;2.0427;2.0576;2.0602;2.0264;-0.75%
31122001;2.0595;2.0405;2.0630;2.0370;0.82%
02012002;2.0798;2.0541;2.0932;2.0513;0.99%
03012002;2.0643;2.0790;2.0908;2.0459;-0.75%
04012002;2.0865;2.0612;2.1151;2.0520;1.08%
07012002;2.0791;2.0851;2.1042;2.0719;-0.35%
08012002;2.1208;2.0780;2.1246;2.0624;2.01%
09012002;2.1170;2.1193;2.1361;2.0953;-0.18%
10012002;2.1597;2.1145;2.1719;2.1119;2.02%
11012002;2.1419;2.1582;2.1898;2.1343;-0.82%
14012002;2.1421;2.1441;2.1604;2.1344;0.01%
15012002;2.0982;2.1412;2.1429;2.0834;-2.05%
16012002;2.0869;2.0953;2.1142;2.0795;-0.54%
17012002;2.0982;2.0849;2.1089;2.0693;0.54%
18012002;2.0901;2.0937;2.1067;2.0782;-0.39%
21012002;2.0945;2.0627;2.1068;2.0611;0.21%
22012002;2.1092;2.0930;2.1103;2.0810;0.70%
23012002;2.0876;2.1080;2.1185;2.0837;-1.02%
24012002;2.1023;2.0875;2.1151;2.0461;0.70%
25012002;2.0868;2.1021;2.1055;2.0717;-0.74%
28012002;2.0941;2.0824;2.0951;2.0662;0.35%
29012002;2.1078;2.0918;2.1159;2.0779;0.65%
30012002;2.0951;2.1103;2.1359;2.0854;-0.60%
31012002;2.0717;2.0941;2.1010;2.0374;-1.12%
01022002;2.0782;2.0709;2.0918;2.0364;0.31%
04022002;2.1113;2.0776;2.1146;2.0735;1.59%
05022002;2.0995;2.1098;2.1159;2.0903;-0.56%
06022002;2.1167;2.0968;2.1218;2.0854;0.82%
07022002;2.1449;2.1152;2.1549;2.1064;1.33%
08022002;2.1475;2.1411;2.1699;2.1155;0.12%
11022002;2.1529;2.0954;2.1590;2.0954;0.25%
12022002;2.1534;2.1521;2.1860;2.1447;0.02%
13022002;2.0996;2.1533;2.1556;2.0953;-2.50%
14022002;2.1240;2.0980;2.1279;2.0895;1.16%
15022002;2.1193;2.1236;2.1300;2.1111;-0.22%
18022002;2.1170;2.1162;2.1238;2.1073;-0.11%
19022002;2.1247;2.1142;2.1311;2.1004;0.36%
20022002;2.1041;2.1242;2.1402;2.0948;-0.97%
21022002;2.1069;2.1028;2.1148;2.0963;0.13%
22022002;2.1204;2.1063;2.1330;2.0997;0.64%
25022002;2.0800;2.1184;2.1213;2.0704;-1.91%
26022002;2.0681;2.0795;2.1025;2.0434;-0.57%
27022002;2.0394;2.0668;2.1233;2.0321;-1.39%
28022002;2.0541;2.0385;2.0571;2.0151;0.72%
01032002;2.0276;2.0534;2.0598;2.0225;-1.29%
04032002;2.0208;2.0249;2.0467;2.0148;-0.34%
05032002;2.0339;2.0201;2.0404;2.0048;0.65%
06032002;2.0751;2.0311;2.0802;2.0224;2.03%
07032002;2.0960;2.0738;2.1044;2.0659;1.01%
08032002;2.0545;2.0927;2.0949;2.0413;-1.98%
11032002;2.0624;2.0892;2.0968;2.0388;0.38%
12032002;2.0395;2.0604;2.0674;2.0331;-1.11%
13032002;2.0579;2.0393;2.0693;2.0247;0.90%
14032002;2.0681;2.0559;2.0864;2.0516;0.50%
15032002;2.0702;2.0659;2.0961;2.0602;0.10%
18032002;2.0661;2.1085;2.1103;2.0504;-0.20%
19032002;2.0671;2.0653;2.1143;2.0553;0.05%
20032002;2.0732;2.0652;2.0761;2.0522;0.30%
21032002;2.0668;2.0740;2.0778;2.0622;-0.31%
22032002;2.0710;2.0661;2.0787;2.0547;0.20%
25032002;2.0758;2.0672;2.0812;2.0595;0.23%
26032002;2.0577;2.0732;2.0766;2.0498;-0.87%
27032002;2.0278;2.0567;2.0661;2.0207;-1.45%
28032002;2.0236;2.0262;2.0353;2.0154;-0.21%
29032002;2.0269;2.0226;2.0297;2.0176;0.16%
01042002;2.0268;2.0240;2.0546;2.0144;-0.00%
02042002;2.0209;2.0189;2.0336;2.0134;-0.29%
03042002;2.0382;2.0186;2.0468;2.0077;0.86%
04042002;2.0192;2.0346;2.0529;2.0152;-0.93%
05042002;2.0011;2.0196;2.0279;1.9992;-0.90%
08042002;2.0050;2.0004;2.0144;1.9938;0.19%
09042002;2.0084;2.0046;2.0184;1.9947;0.17%
10042002;1.9947;2.0062;2.0171;1.9818;-0.68%
11042002;2.0135;1.9928;2.0185;1.9841;0.94%
12042002;2.0183;2.0103;2.0278;2.0046;0.24%
15042002;2.0408;2.0160;2.0494;2.0152;1.11%
16042002;2.0483;2.0397;2.0545;2.0321;0.37%
17042002;2.0684;2.0458;2.0710;2.0440;0.98%
18042002;2.0717;2.0668;2.0865;2.0595;0.16%
19042002;2.0812;2.0700;2.0815;2.0551;0.46%
22042002;2.0838;2.0730;2.0866;2.0595;0.12%
23042002;2.0979;2.0827;2.1013;2.0720;0.68%
24042002;2.0993;2.0966;2.1092;2.0917;0.07%
25042002;2.1225;2.0974;2.1354;2.0974;1.11%
26042002;2.1378;2.1206;2.1400;2.1036;0.72%
29042002;2.1374;2.1367;2.1473;2.1261;-0.02%
30042002;2.1255;2.1338;2.1379;2.1191;-0.56%
01052002;2.1401;2.1242;2.1458;2.1209;0.69%
02052002;2.1660;2.1386;2.1746;2.1285;1.21%
03052002;2.2063;2.1645;2.2198;2.1616;1.86%
06052002;2.2215;2.2032;2.2350;2.1967;0.69%
07052002;2.2279;2.2192;2.2336;2.1951;0.29%
08052002;2.2060;2.2240;2.2255;2.1895;-0.98%
09052002;2.2480;2.2057;2.2623;2.2018;1.90%
10052002;2.2492;2.2461;2.2793;2.2437;0.05%
13052002;2.2962;2.2465;2.3085;2.2435;2.09%
14052002;2.2630;2.2954;2.3051;2.2466;-1.45%
15052002;2.2848;2.2614;2.2937;2.2526;0.96%
16052002;2.2475;2.2827;2.2963;2.2402;-1.63%
17052002;2.2785;2.2468;2.2959;2.2456;1.38%
20052002;2.2872;2.2768;2.2973;2.2602;0.38%
21052002;2.2839;2.2849;2.2936;2.2636;-0.14%
22052002;2.3363;2.2795;2.3401;2.2758;2.29%
23052002;2.3291;2.3364;2.3535;2.3114;-0.31%
24052002;2.3182;2.3276;2.3458;2.3083;-0.47%
27052002;2.3236;2.3181;2.3319;2.3026;0.23%
28052002;2.3460;2.3229;2.3540;2.3194;0.96%
29052002;2.3478;2.3456;2.3608;2.3350;0.08%
30052002;2.3548;2.3443;2.3666;2.3438;0.30%
31052002;2.3521;2.3521;2.3774;2.3359;-0.11%
03062002;2.3867;2.3471;2.4008;2.3383;1.47%
04062002;2.4478;2.3830;2.4483;2.3782;2.56%
05062002;2.4473;2.4449;2.4605;2.4310;-0.02%
06062002;2.5216;2.4461;2.5380;2.4302;3.04%
07062002;2.4866;2.5190;2.5545;2.4743;-1.39%
10062002;2.4890;2.4843;2.5087;2.4729;0.10%
11062002;2.5814;2.4868;2.5821;2.4742;3.71%
12062002;2.6227;2.5795;2.6425;2.5559;1.60%
13062002;2.5543;2.6200;2.6285;2.4818;-2.61%
14062002;2.5697;2.5501;2.6120;2.5385;0.60%
17062002;2.5040;2.5619;2.5718;2.4904;-2.56%
18062002;2.5842;2.5004;2.5936;2.5004;3.20%
19062002;2.5917;2.5830;2.6160;2.5653;0.29%
20062002;2.6766;2.5905;2.7114;2.5850;3.28%
21062002;2.7471;2.6737;2.7605;2.6499;2.63%
24062002;2.6961;2.7427;2.8041;2.6701;-1.86%
25062002;2.7641;2.6923;2.7754;2.6780;2.52%
26062002;2.8016;2.7619;2.8569;2.7588;1.36%
27062002;2.7890;2.7980;2.8515;2.7667;-0.45%
28062002;2.7941;2.7862;2.8421;2.7544;0.18%
01072002;2.8739;2.7899;2.8750;2.7618;2.86%
02072002;2.8545;2.8699;2.9020;2.8183;-0.68%
03072002;2.8031;2.8531;2.8692;2.7587;-1.80%
04072002;2.7967;2.8000;2.8144;2.7645;-0.23%
05072002;2.8012;2.7939;2.8271;2.7664;0.16%
08072002;2.8354;2.8063;2.8594;2.7968;1.22%
09072002;2.8345;2.8337;2.8533;2.8171;-0.03%
10072002;2.8152;2.8295;2.8839;2.7670;-0.68%
11072002;2.7605;2.8138;2.8667;2.7545;-1.94%
12072002;2.7833;2.7577;2.8602;2.7496;0.83%
15072002;2.8624;2.7863;2.8941;2.7754;2.84%
16072002;2.9077;2.8613;2.9219;2.8070;1.58%
17072002;2.9176;2.9083;2.9424;2.8252;0.34%
18072002;2.8829;2.9156;2.9245;2.8559;-1.19%
19072002;2.9020;2.8823;2.9284;2.8775;0.66%
22072002;2.9310;2.9007;2.9327;2.8787;1.00%
23072002;2.8850;2.9279;2.9315;2.8609;-1.57%
24072002;2.9296;2.8855;2.9593;2.8785;1.55%
25072002;3.0098;2.9273;3.0342;2.9218;2.74%
26072002;2.9638;3.0047;3.0173;2.9432;-1.53%
29072002;3.2020;2.9649;3.2121;2.9507;8.04%
30072002;3.2952;3.2017;3.3087;3.1724;2.91%
31072002;3.3832;3.2943;3.5591;3.2065;2.67%
01082002;3.0663;3.3581;3.3846;3.0359;-9.37%
02082002;2.9668;3.0510;3.1036;2.9365;-3.24%
05082002;3.1074;2.9610;3.1422;2.9311;4.74%
06082002;2.9762;3.0987;3.1579;2.9641;-4.22%
07082002;2.9393;2.9653;3.0143;2.9305;-1.24%
08082002;2.8344;2.9305;2.9469;2.7560;-3.57%
09082002;2.9321;2.8273;2.9934;2.8095;3.45%
12082002;3.0892;2.9242;3.0951;2.9197;5.36%
13082002;3.1124;3.0816;3.1967;3.0524;0.75%
14082002;3.1230;3.1058;3.1933;3.0764;0.34%
15082002;3.1491;3.1089;3.1787;3.0566;0.84%
16082002;3.0738;3.1457;3.1523;3.0538;-2.39%
19082002;3.0232;3.0713;3.0951;2.9323;-1.65%
20082002;3.0333;3.0193;3.0893;2.9712;0.33%
21082002;3.0260;3.0272;3.0527;2.9685;-0.24%
22082002;3.0476;3.0178;3.0894;2.9884;0.71%
23082002;3.0255;3.0423;3.0908;2.9935;-0.73%
26082002;3.0045;3.0194;3.0304;2.9538;-0.69%
27082002;3.0793;2.9978;3.0884;2.9232;2.49%
28082002;3.0542;3.0721;3.0911;2.9989;-0.82%
29082002;3.0219;3.0494;3.1171;2.9848;-1.06%
30082002;2.9535;3.0157;3.0292;2.9273;-2.26%
02092002;3.0133;2.9468;3.0221;2.9408;2.02%
03092002;3.0896;3.0079;3.1098;3.0061;2.53%
04092002;3.0873;3.0845;3.1339;3.0647;-0.07%
05092002;3.1244;3.0845;3.1471;3.0792;1.20%
06092002;3.0991;3.1201;3.1582;3.0915;-0.81%
09092002;3.0379;3.0970;3.1099;2.9877;-1.97%
10092002;3.0478;3.0316;3.1069;3.0074;0.33%
11092002;3.0276;3.0450;3.0585;3.0104;-0.66%
12092002;3.0694;3.0243;3.0766;3.0166;1.38%
13092002;3.0667;3.0653;3.1155;3.0501;-0.09%
16092002;3.1128;3.0604;3.1390;3.0468;1.50%
17092002;3.1884;3.1118;3.1933;3.0723;2.43%
18092002;3.2788;3.1830;3.2934;3.1327;2.84%
19092002;3.4024;3.2730;3.4633;3.2602;3.77%
20092002;3.3390;3.3982;3.4190;3.3152;-1.86%
23092002;3.4922;3.3301;3.5427;3.3237;4.59%
24092002;3.7065;3.4761;3.7398;3.4704;6.14%
25092002;3.6114;3.7031;3.7211;3.5687;-2.57%
26092002;3.6708;3.6078;3.7245;3.5742;1.64%
27092002;3.7953;3.6653;3.8170;3.6608;3.39%
30092002;3.7106;3.7937;3.9095;3.6767;-2.23%
01102002;3.5346;3.7047;3.7487;3.5082;-4.74%
02102002;3.6094;3.5286;3.6575;3.4560;2.12%
03102002;3.6470;3.6026;3.7036;3.5858;1.04%
04102002;3.5405;3.6382;3.6543;3.5160;-2.92%
07102002;3.6025;3.5830;3.7168;3.4569;1.75%
08102002;3.6486;3.5945;3.6963;3.5356;1.28%
09102002;3.8646;3.6448;3.8820;3.6359;5.92%
10102002;3.8953;3.8626;3.9597;3.8093;0.79%
11102002;3.7628;3.8906;3.9503;3.6843;-3.40%
14102002;3.7816;3.7578;3.8866;3.7187;0.50%
15102002;3.7699;3.7711;3.8442;3.7161;-0.31%
16102002;3.8756;3.7580;3.8969;3.7312;2.80%
17102002;3.7908;3.8698;3.8780;3.7152;-2.19%
18102002;3.7660;3.7620;3.8262;3.7253;-0.65%
21102002;3.8324;3.7609;3.8385;3.7314;1.76%
22102002;3.8201;3.8274;3.8937;3.7889;-0.32%
23102002;3.8127;3.8132;3.8403;3.7428;-0.19%
24102002;3.7211;3.8062;3.8168;3.7021;-2.40%
25102002;3.6399;3.7145;3.7626;3.6243;-2.18%
28102002;3.7428;3.6367;3.7570;3.5981;2.83%
29102002;3.7519;3.7360;3.7947;3.6934;0.24%
30102002;3.6547;3.7437;3.7534;3.6000;-2.59%
31102002;3.6160;3.6499;3.6707;3.5597;-1.06%
01112002;3.5847;3.5860;3.6466;3.5605;-0.87%
04112002;3.5480;3.5769;3.5886;3.4699;-1.02%
05112002;3.5421;3.5482;3.6066;3.5111;-0.17%
06112002;3.6671;3.5386;3.6780;3.4964;3.53%
07112002;3.6185;3.6662;3.6799;3.5726;-1.33%
08112002;3.5870;3.6150;3.6311;3.5274;-0.87%
11112002;3.5624;3.5812;3.6042;3.4977;-0.69%
12112002;3.6659;3.5597;3.6677;3.5369;2.91%
13112002;3.6844;3.6636;3.7036;3.6252;0.50%
14112002;3.7000;3.6836;3.7564;3.6184;0.42%
15112002;3.7247;3.6951;3.7265;3.6706;0.67%
18112002;3.6014;3.7124;3.7283;3.5604;-3.31%
19112002;3.5370;3.5973;3.6833;3.5298;-1.79%
20112002;3.5194;3.5347;3.5666;3.4740;-0.50%
21112002;3.5326;3.5173;3.5440;3.4908;0.38%
22112002;3.5452;3.5293;3.6000;3.5098;0.36%
25112002;3.5229;3.5406;3.5560;3.4873;-0.63%
26112002;3.5797;3.5077;3.6012;3.4975;1.61%
27112002;3.5763;3.5770;3.5872;3.5195;-0.09%
28112002;3.5808;3.5734;3.6059;3.5106;0.13%
29112002;3.6331;3.5750;3.6622;3.5198;1.46%
02122002;3.5976;3.6268;3.6333;3.5191;-0.98%
03122002;3.6563;3.5906;3.6771;3.5849;1.63%
04122002;3.7178;3.6524;3.7359;3.6302;1.68%
05122002;3.7874;3.7156;3.8022;3.6963;1.87%
06122002;3.7851;3.7829;3.8122;3.7294;-0.06%
09122002;3.8292;3.7787;3.8605;3.7602;1.17%
10122002;3.8396;3.8250;3.8478;3.7796;0.27%
11122002;3.7807;3.8325;3.8498;3.7413;-1.53%
12122002;3.8623;3.7782;3.8794;3.7511;2.16%
13122002;3.8167;3.8599;3.8815;3.7594;-1.18%
16122002;3.6971;3.8146;3.8352;3.6602;-3.13%
17122002;3.6879;3.6960;3.7371;3.6364;-0.25%
18122002;3.6178;3.6827;3.6882;3.5915;-1.90%
19122002;3.5682;3.6154;3.6402;3.5293;-1.37%
20122002;3.5823;3.5661;3.5922;3.4870;0.40%
23122002;3.5980;3.5798;3.6151;3.5295;0.44%
24122002;3.6101;3.5910;3.6221;3.5332;0.34%
25122002;3.6182;3.6043;3.6197;3.5938;0.22%
26122002;3.7189;3.6089;3.7189;3.6089;2.78%
27122002;3.6925;3.7139;3.7255;3.6001;-0.71%
30122002;3.7083;3.6832;3.7287;3.6383;0.43%
31122002;3.7168;3.7047;3.7189;3.6917;0.23%
02012003;3.6533;3.7082;3.7141;3.6338;-1.71%
03012003;3.5835;3.6488;3.6729;3.5347;-1.91%
06012003;3.4947;3.5751;3.6042;3.4727;-2.48%
07012003;3.4192;3.4887;3.5857;3.4080;-2.16%
08012003;3.5093;3.4124;3.5112;3.3699;2.64%
09012003;3.4775;3.5047;3.5344;3.4413;-0.91%
10012003;3.4890;3.4737;3.4928;3.4363;0.33%
13012003;3.4743;3.4862;3.4985;3.4321;-0.42%
14012003;3.4407;3.4685;3.4982;3.4184;-0.97%
15012003;3.4970;3.4361;3.5213;3.4228;1.64%
16012003;3.5271;3.4951;3.5300;3.4622;0.86%
17012003;3.5981;3.5225;3.6235;3.5022;2.01%
20012003;3.6481;3.5915;3.6716;3.5709;1.39%
21012003;3.7434;3.6416;3.7479;3.5853;2.61%
22012003;3.7922;3.7412;3.8273;3.7063;1.30%
23012003;3.7983;3.7919;3.8157;3.7060;0.16%
24012003;3.9228;3.7912;3.9477;3.7884;3.28%
27012003;3.9505;3.9226;4.0093;3.8880;0.71%
28012003;3.9368;3.9462;3.9641;3.8930;-0.35%
29012003;3.8747;3.9360;4.0102;3.8646;-1.58%
30012003;3.8331;3.8724;3.9176;3.7909;-1.07%
31012003;3.7734;3.8278;3.8519;3.7337;-1.56%
03022003;3.7892;3.7884;3.8187;3.6991;0.42%
04022003;3.8893;3.7906;3.9020;3.7803;2.64%
05022003;3.8745;3.8834;3.9419;3.8131;-0.38%
06022003;3.8853;3.8664;3.9257;3.8334;0.28%
07022003;3.8823;3.8862;3.8903;3.8165;-0.08%
10022003;3.8503;3.8761;3.9132;3.8385;-0.82%
11022003;3.8551;3.8446;3.8637;3.7751;0.12%
12022003;3.8676;3.8514;3.9128;3.8270;0.32%
13022003;3.9605;3.8581;3.9942;3.8563;2.40%
14022003;3.9489;3.9580;3.9708;3.8891;-0.29%
17022003;3.8758;3.9192;3.9291;3.8668;-1.85%
18022003;3.8399;3.8692;3.8850;3.8217;-0.93%
19022003;3.8815;3.8338;3.8918;3.8228;1.08%
20022003;3.9036;3.8789;3.9386;3.8155;0.57%
21022003;3.8988;3.9002;3.9324;3.8829;-0.12%
24022003;3.8497;3.8821;3.9032;3.8267;-1.26%
25022003;3.8553;3.8448;3.9212;3.8288;0.15%
26022003;3.8672;3.8521;3.8822;3.8270;0.31%
27022003;3.8213;3.8625;3.8977;3.8152;-1.19%
28022003;3.8550;3.8156;3.8586;3.8109;0.88%
03032003;3.8847;3.8445;3.8861;3.8398;0.77%
04032003;3.8838;3.8776;3.8972;3.8711;-0.02%
05032003;3.8933;3.8787;3.9341;3.8722;0.24%
06032003;3.8179;3.8897;3.9016;3.8100;-1.94%
07032003;3.8508;3.8124;3.9352;3.8080;0.86%
10032003;3.9013;3.8462;3.9226;3.8446;1.31%
11032003;3.8575;3.8983;3.9552;3.8279;-1.12%
12032003;3.8169;3.8533;3.8676;3.7771;-1.05%
13032003;3.6794;3.8091;3.8366;3.6740;-3.60%
14032003;3.6872;3.6720;3.6953;3.6104;0.21%
17032003;3.6487;3.6938;3.7408;3.6011;-1.04%
18032003;3.6730;3.6430;3.6751;3.5523;0.67%
19032003;3.6508;3.6694;3.6999;3.5439;-0.60%
20032003;3.6904;3.6478;3.7278;3.6385;1.08%
21032003;3.5838;3.6831;3.6885;3.5738;-2.89%
24032003;3.5914;3.6054;3.7036;3.5835;0.21%
25032003;3.5743;3.5886;3.7130;3.5702;-0.48%
26032003;3.6213;3.5706;3.6282;3.5595;1.31%
27032003;3.6157;3.6204;3.6697;3.5942;-0.15%
28032003;3.6216;3.6132;3.6450;3.6037;0.16%
