Data;Fechamento;Abertura;Maxima;Minima;Var%
19082005;4929.91;4854.89;4930.83;4851.88;1.62%
22082005;4941.69;4933.74;4954.41;4929.19;0.24%
23082005;4917.74;4925.36;4931.74;4897.14;-0.48%
24082005;4915.95;4907.16;4920.85;4874.52;-0.04%
25082005;4856.01;4886.35;4886.35;4847.90;-1.22%
26082005;4783.80;4860.21;4878.92;4783.80;-1.49%
29082005;4812.24;4756.68;4815.98;4726.33;0.59%
30082005;4791.72;4828.07;4837.23;4784.57;-0.43%
31082005;4829.69;4795.30;4834.90;4791.47;0.79%
01092005;4842.94;4846.66;4874.89;4816.67;0.27%
02092005;4837.81;4841.38;4861.93;4819.10;-0.11%
05092005;4909.89;4853.60;4909.89;4850.53;1.49%
06092005;4968.28;4903.39;4969.42;4901.90;1.19%
07092005;4988.14;4977.92;5004.23;4967.68;0.40%
08092005;4992.75;4990.06;4999.42;4967.96;0.09%
09092005;5005.93;4999.11;5020.47;4971.24;0.26%
12092005;4989.98;5028.49;5035.39;4979.85;-0.32%
13092005;4901.88;4989.72;4993.30;4899.32;-1.77%
14092005;4911.17;4906.91;4934.61;4888.03;0.19%
15092005;4905.98;4903.85;4925.21;4888.79;-0.11%
16092005;4986.50;4913.74;5001.79;4911.74;1.64%
19092005;4926.13;4928.14;4948.90;4872.64;-1.21%
20092005;4962.86;4934.03;4967.31;4927.98;0.75%
21092005;4875.22;4933.56;4933.56;4870.70;-1.77%
22092005;4849.01;4857.51;4872.53;4827.86;-0.54%
23092005;4882.58;4867.04;4887.46;4855.58;0.69%
26092005;4998.16;4938.18;5000.17;4938.18;2.37%
27092005;4965.88;4979.84;4992.63;4957.29;-0.65%
28092005;5048.74;4983.64;5052.35;4983.64;1.67%
29092005;5021.17;5050.87;5059.86;5003.98;-0.55%
30092005;5044.12;5055.86;5061.84;5021.14;0.46%
03102005;5082.07;5060.99;5083.56;5050.22;0.75%
04102005;5138.02;5084.70;5138.02;5064.80;1.10%
05102005;5069.42;5111.66;5111.66;5067.21;-1.34%
06102005;5017.27;5037.50;5037.50;4980.62;-1.03%
07102005;5007.77;5004.13;5032.66;4984.45;-0.19%
10102005;5022.79;5027.28;5057.13;5006.57;0.30%
11102005;5032.46;5020.30;5065.17;5020.30;0.19%
12102005;4981.77;5005.25;5017.87;4955.82;-1.01%
13102005;4950.07;4977.74;4993.58;4929.11;-0.64%
14102005;4975.56;4954.37;4988.50;4933.16;0.51%
17102005;4978.83;4987.66;4999.00;4965.63;0.07%
18102005;4947.18;4982.30;4993.19;4943.19;-0.64%
19102005;4845.98;4902.22;4902.22;4825.96;-2.05%
20102005;4864.25;4903.98;4931.95;4852.56;0.38%
21102005;4838.40;4846.80;4870.81;4831.75;-0.53%
24102005;4901.79;4838.25;4905.46;4836.41;1.31%
25102005;4872.97;4918.04;4930.89;4871.89;-0.59%
26102005;4900.79;4877.03;4914.94;4866.57;0.57%
27102005;4806.05;4878.35;4878.35;4793.10;-1.93%
28102005;4825.64;4802.66;4835.49;4762.75;0.41%
31102005;4929.07;4854.59;4930.92;4854.59;2.14%
01112005;4922.55;4922.91;4938.39;4907.69;-0.13%
02112005;4954.83;4921.11;4954.83;4891.62;0.66%
03112005;5011.00;4973.04;5013.75;4966.33;1.13%
04112005;4995.24;5004.28;5013.95;4976.29;-0.31%
07112005;5024.20;4994.54;5033.99;4983.75;0.58%
08112005;5008.83;5033.43;5047.51;4993.67;-0.31%
09112005;5011.38;5018.25;5031.87;4999.12;0.05%
10112005;5015.55;5024.06;5047.84;5003.11;0.08%
11112005;5090.75;5046.23;5092.80;5046.23;1.50%
14112005;5092.43;5083.27;5106.98;5075.63;0.03%
15112005;5110.61;5082.38;5115.65;5074.48;0.36%
16112005;5081.46;5108.06;5114.66;5063.86;-0.57%
17112005;5099.72;5097.67;5130.21;5089.67;0.36%
18112005;5123.50;5129.12;5162.51;5108.93;0.47%
21112005;5170.61;5140.35;5179.55;5127.07;0.92%
22112005;5174.72;5178.96;5182.73;5161.35;0.08%
23112005;5196.08;5194.55;5203.38;5172.79;0.41%
24112005;5187.98;5193.15;5204.14;5171.56;-0.16%
25112005;5194.27;5186.91;5194.31;5178.65;0.12%
28112005;5176.59;5218.28;5241.00;5167.91;-0.34%
29112005;5199.48;5167.37;5218.43;5155.34;0.44%
30112005;5193.40;5183.78;5209.56;5166.39;-0.12%
01122005;5266.55;5210.54;5266.62;5208.49;1.41%
02122005;5307.99;5292.20;5307.99;5275.30;0.79%
05122005;5266.86;5303.92;5306.09;5251.86;-0.77%
06122005;5300.85;5271.35;5309.93;5267.71;0.65%
07122005;5266.75;5292.50;5308.79;5248.73;-0.64%
08122005;5286.75;5230.83;5286.75;5222.24;0.38%
09122005;5282.13;5268.28;5294.38;5262.04;-0.09%
12122005;5301.21;5316.46;5331.06;5290.91;0.36%
13122005;5310.28;5305.66;5313.20;5285.67;0.17%
14122005;5286.76;5315.16;5321.11;5274.97;-0.44%
15122005;5295.82;5294.86;5304.57;5279.33;0.17%
16122005;5353.66;5303.32;5356.67;5302.68;1.09%
19122005;5350.18;5342.93;5357.67;5336.27;-0.07%
20122005;5356.60;5331.82;5365.60;5322.83;0.12%
21122005;5397.23;5367.81;5400.33;5367.68;0.76%
22122005;5398.28;5390.01;5403.13;5387.46;0.02%
23122005;5419.05;5410.09;5425.62;5405.92;0.38%
27122005;5444.84;5422.07;5454.51;5419.55;0.48%
28122005;5447.15;5437.28;5460.39;5432.30;0.04%
29122005;5458.58;5464.00;5469.96;5447.13;0.21%
30122005;5408.26;5446.79;5446.79;5385.07;-0.92%
02012006;5449.98;5410.24;5451.57;5409.28;0.77%
03012006;5460.68;5451.34;5496.46;5440.74;0.20%
04012006;5523.62;5494.46;5523.67;5477.60;1.15%
05012006;5516.53;5521.86;5526.41;5502.25;-0.13%
06012006;5536.32;5521.52;5537.58;5507.92;0.36%
09012006;5537.11;5543.34;5553.55;5532.84;0.01%
10012006;5494.71;5528.06;5528.28;5482.18;-0.77%
11012006;5532.89;5524.20;5537.48;5515.67;0.69%
12012006;5542.13;5533.25;5553.48;5516.24;0.17%
13012006;5483.09;5531.73;5531.73;5463.78;-1.07%
16012006;5514.64;5464.98;5515.26;5462.54;0.58%
17012006;5460.16;5481.86;5481.86;5448.87;-0.99%
18012006;5395.61;5419.18;5426.82;5363.64;-1.18%
19012006;5430.84;5411.34;5438.91;5410.29;0.65%
20012006;5349.02;5433.69;5447.37;5344.52;-1.51%
23012006;5348.72;5311.90;5350.24;5290.49;-0.01%
24012006;5334.30;5350.77;5369.58;5321.27;-0.27%
25012006;5427.09;5346.36;5430.09;5339.01;1.74%
26012006;5548.91;5433.05;5549.08;5422.26;2.24%
27012006;5647.42;5586.48;5650.95;5585.37;1.78%
30012006;5660.03;5636.24;5670.39;5619.07;0.22%
31012006;5674.15;5667.70;5697.01;5635.81;0.25%
01022006;5726.53;5662.05;5733.56;5643.40;0.92%
02022006;5649.60;5738.50;5760.63;5644.11;-1.34%
03022006;5657.12;5662.69;5686.44;5614.29;0.13%
06022006;5666.78;5667.18;5702.76;5649.28;0.17%
07022006;5672.92;5680.01;5699.35;5630.11;0.11%
08022006;5666.41;5627.75;5675.56;5598.05;-0.11%
09022006;5743.68;5694.46;5743.68;5694.46;1.36%
10022006;5701.47;5730.09;5745.49;5696.02;-0.73%
13022006;5756.33;5699.44;5756.33;5683.88;0.96%
14022006;5763.40;5759.66;5786.69;5717.44;0.12%
15022006;5764.37;5766.60;5790.27;5744.96;0.02%
16022006;5789.25;5786.16;5796.79;5757.25;0.43%
17022006;5795.48;5784.64;5812.69;5773.52;0.11%
20022006;5793.95;5795.68;5802.72;5766.99;-0.03%
21022006;5801.04;5798.89;5850.47;5780.99;0.12%
22022006;5862.06;5793.46;5862.06;5783.35;1.05%
23022006;5857.88;5868.12;5884.22;5820.35;-0.07%
24022006;5870.79;5856.73;5873.10;5840.60;0.22%
27022006;5915.15;5888.81;5915.93;5871.75;0.76%
28022006;5796.04;5908.58;5916.80;5791.90;-2.01%
01032006;5866.61;5806.96;5867.59;5796.41;1.22%
02032006;5783.49;5862.36;5885.73;5749.06;-1.42%
03032006;5721.46;5771.33;5811.48;5691.21;-1.07%
06032006;5754.06;5742.07;5768.98;5726.59;0.57%
07032006;5739.28;5732.54;5750.85;5698.06;-0.26%
08032006;5673.36;5745.38;5763.27;5664.19;-1.15%
09032006;5732.22;5711.02;5741.83;5693.30;1.04%
10032006;5804.92;5715.30;5804.95;5708.79;1.27%
13032006;5855.16;5820.74;5859.92;5807.61;0.87%
14032006;5870.88;5841.43;5870.88;5823.63;0.27%
15032006;5898.48;5885.50;5905.83;5869.51;0.47%
16032006;5897.79;5906.30;5909.50;5867.37;-0.01%
17032006;5882.38;5906.36;5947.43;5862.04;-0.26%
20032006;5902.79;5895.78;5932.46;5884.33;0.35%
21032006;5911.86;5900.84;5911.86;5847.90;0.15%
22032006;5932.31;5883.09;5949.15;5859.52;0.35%
23032006;5947.11;5941.78;5960.02;5922.03;0.25%
24032006;5973.14;5956.35;5977.06;5941.24;0.44%
27032006;5912.26;5972.15;5976.63;5910.89;-1.02%
28032006;5890.63;5914.65;5940.59;5863.07;-0.37%
29032006;5914.78;5893.27;5921.12;5868.21;0.41%
30032006;5984.19;5943.47;5993.45;5936.31;1.17%
31032006;5970.08;5972.03;5993.90;5942.88;-0.24%
03042006;6024.05;5989.08;6028.14;5978.46;0.90%
04042006;6013.85;6015.37;6024.66;5992.89;-0.17%
05042006;6029.20;6013.89;6035.67;5995.77;0.26%
06042006;6031.39;6033.69;6047.98;6008.56;0.04%
07042006;5952.92;6028.33;6045.25;5947.56;-1.30%
10042006;6003.40;5951.08;6004.71;5943.12;0.85%
11042006;5908.47;6000.11;6000.76;5895.04;-1.58%
12042006;5901.25;5907.91;5917.28;5860.50;-0.12%
13042006;5918.57;5909.82;5925.40;5873.58;0.29%
18042006;5902.58;5915.11;5917.84;5866.85;-0.27%
19042006;5993.76;5935.41;5996.60;5935.41;1.54%
20042006;6063.28;6000.32;6089.30;5996.50;1.16%
21042006;6094.75;6070.86;6108.69;6069.38;0.52%
24042006;6079.09;6058.75;6094.83;6034.86;-0.26%
25042006;6078.80;6084.80;6111.30;6051.61;-0.00%
26042006;6107.12;6089.82;6121.95;6081.95;0.47%
27042006;6067.74;6104.28;6113.08;6021.27;-0.64%
28042006;6009.89;6061.50;6061.50;6003.91;-0.95%
02052006;6051.29;6014.38;6056.27;6006.87;0.69%
03052006;5968.96;6054.64;6079.80;5962.86;-1.36%
04052006;6039.32;5980.49;6040.70;5968.68;1.18%
05052006;6113.29;6049.25;6113.29;6045.83;1.22%
08052006;6127.98;6126.96;6153.47;6118.98;0.24%
09052006;6140.72;6128.01;6142.02;6100.04;0.21%
10052006;6118.38;6119.11;6157.96;6110.45;-0.36%
11052006;6054.72;6122.01;6162.37;6047.43;-1.04%
12052006;5916.28;6028.39;6043.65;5915.74;-2.29%
15052006;5857.03;5893.00;5902.44;5785.14;-1.00%
16052006;5851.92;5860.60;5898.33;5807.84;-0.09%
17052006;5652.72;5873.72;5897.77;5652.72;-3.40%
18052006;5666.07;5672.36;5714.63;5587.92;0.24%
19052006;5672.28;5656.41;5706.19;5635.69;0.11%
22052006;5546.24;5653.85;5653.85;5513.43;-2.22%
23052006;5678.49;5556.82;5703.34;5556.82;2.38%
24052006;5587.23;5637.34;5653.99;5552.02;-1.61%
25052006;5706.06;5601.32;5706.06;5568.83;2.13%
26052006;5788.36;5728.99;5788.47;5720.50;1.44%
29052006;5755.02;5782.49;5784.29;5748.20;-0.58%
30052006;5622.43;5749.16;5758.82;5593.89;-2.30%
31052006;5692.86;5582.63;5704.11;5533.12;1.25%
01062006;5707.59;5677.53;5713.53;5603.10;0.26%
02062006;5687.04;5733.42;5778.78;5676.04;-0.36%
05062006;5621.19;5685.56;5691.69;5590.22;-1.16%
06062006;5502.81;5563.13;5590.83;5477.75;-2.11%
07062006;5543.93;5510.29;5572.09;5471.76;0.75%
08062006;5383.28;5478.71;5478.71;5383.28;-2.90%
09062006;5464.08;5434.80;5485.57;5434.80;1.50%
12062006;5395.55;5458.38;5470.23;5375.99;-1.25%
13062006;5292.14;5337.68;5337.68;5262.21;-1.92%
14062006;5305.99;5298.62;5332.08;5243.71;0.26%
15062006;5422.22;5330.48;5438.33;5330.48;2.19%
16062006;5376.01;5454.34;5507.60;5367.14;-0.85%
19062006;5439.23;5388.83;5483.88;5388.83;1.18%
20062006;5493.61;5408.25;5493.61;5382.58;1.00%
21062006;5503.41;5499.05;5510.15;5414.62;0.18%
22062006;5533.42;5548.38;5580.82;5499.36;0.55%
23062006;5529.74;5536.43;5559.87;5499.55;-0.07%
26062006;5514.63;5542.74;5564.64;5500.94;-0.27%
27062006;5459.15;5537.77;5552.95;5447.02;-1.01%
28062006;5456.87;5442.17;5490.19;5420.08;-0.04%
29062006;5581.67;5480.37;5592.53;5479.96;2.29%
30062006;5683.31;5617.71;5698.21;5617.71;1.82%
03072006;5712.69;5688.00;5712.69;5675.50;0.52%
04072006;5729.01;5714.60;5729.59;5689.01;0.29%
05072006;5625.63;5700.29;5705.58;5608.95;-1.80%
06072006;5695.47;5635.27;5702.65;5635.27;1.24%
07072006;5681.85;5680.17;5717.90;5628.19;-0.24%
10072006;5706.32;5678.11;5711.04;5633.47;0.43%
11072006;5616.04;5678.55;5684.40;5593.80;-1.58%
12072006;5637.82;5641.01;5700.01;5620.49;0.39%
13072006;5527.29;5609.13;5609.13;5505.36;-1.96%
14072006;5422.22;5502.35;5504.07;5422.22;-1.90%
17072006;5416.96;5437.08;5451.25;5365.06;-0.10%
18072006;5396.85;5402.68;5445.07;5373.44;-0.37%
19072006;5539.29;5415.05;5543.38;5405.44;2.64%
20072006;5545.82;5559.67;5587.28;5535.06;0.12%
21072006;5451.01;5537.16;5539.72;5423.63;-1.71%
24072006;5578.05;5460.12;5582.06;5460.12;2.33%
25072006;5565.76;5587.04;5601.62;5542.38;-0.22%
26072006;5583.10;5573.62;5596.19;5555.45;0.31%
27072006;5659.07;5615.08;5667.55;5597.35;1.36%
28072006;5705.42;5640.92;5708.33;5620.91;0.82%
31072006;5681.97;5704.56;5708.37;5672.77;-0.41%
01082006;5596.74;5678.01;5693.49;5583.96;-1.50%
02082006;5680.82;5622.74;5684.49;5620.79;1.50%
03082006;5640.03;5688.29;5696.70;5591.19;-0.72%
04082006;5723.03;5656.38;5741.80;5654.32;1.47%
07082006;5626.67;5685.46;5687.80;5614.30;-1.68%
08082006;5651.92;5658.36;5678.73;5630.06;0.45%
09082006;5702.81;5663.69;5709.10;5612.95;0.90%
10082006;5630.96;5662.73;5662.73;5557.59;-1.26%
11082006;5628.37;5648.83;5673.20;5602.30;-0.05%
14082006;5692.00;5661.07;5701.59;5659.71;1.13%
15082006;5776.80;5677.37;5793.05;5664.89;1.49%
16082006;5812.94;5778.71;5826.41;5764.80;0.63%
17082006;5833.51;5819.51;5835.35;5803.34;0.35%
18082006;5817.02;5828.35;5849.37;5804.24;-0.28%
21082006;5794.83;5804.66;5817.09;5771.93;-0.38%
22082006;5818.41;5816.21;5831.86;5755.89;0.41%
23082006;5775.54;5819.29;5819.29;5759.55;-0.74%
24082006;5814.08;5773.46;5847.11;5744.11;0.67%
25082006;5811.47;5814.34;5834.07;5783.89;-0.04%
28082006;5854.99;5808.37;5862.33;5767.83;0.75%
29082006;5847.02;5854.50;5880.48;5837.38;-0.14%
30082006;5867.53;5863.31;5884.51;5852.19;0.35%
31082006;5859.57;5880.58;5886.78;5841.00;-0.14%
01092006;5876.54;5861.25;5907.16;5856.49;0.29%
04092006;5909.72;5890.01;5917.24;5890.01;0.56%
05092006;5884.07;5904.42;5907.49;5857.38;-0.43%
06092006;5813.06;5883.44;5883.89;5799.69;-1.21%
07092006;5773.72;5792.64;5792.64;5753.67;-0.68%
08092006;5795.26;5782.63;5811.59;5773.54;0.37%
11092006;5798.46;5774.31;5800.71;5737.20;0.06%
12092006;5873.85;5803.80;5878.83;5775.03;1.30%
13092006;5906.12;5888.47;5906.98;5874.45;0.55%
14092006;5907.37;5913.47;5935.04;5888.74;0.02%
15092006;5937.87;5911.89;5953.72;5907.46;0.52%
18092006;5926.33;5932.51;5950.36;5896.65;-0.19%
19092006;5873.46;5918.97;5930.14;5869.57;-0.89%
20092006;5954.38;5877.08;5962.14;5872.31;1.38%
21092006;5962.03;5949.06;5979.87;5936.00;0.13%
22092006;5883.32;5930.11;5930.30;5857.89;-1.32%
25092006;5901.66;5898.90;5935.02;5864.99;0.31%
26092006;5960.63;5936.45;5977.92;5926.55;1.00%
27092006;5989.71;5981.19;6003.51;5956.03;0.49%
28092006;5989.16;5984.62;6002.94;5973.50;-0.01%
29092006;6004.33;5998.40;6031.55;5992.42;0.25%
02102006;5999.46;6019.34;6031.86;5964.74;-0.08%
03102006;5992.22;5986.74;5992.22;5944.57;-0.12%
04102006;6046.37;5996.24;6050.28;5995.41;0.90%
05102006;6075.28;6065.46;6097.87;6065.46;0.48%
06102006;6085.82;6066.69;6088.44;6052.99;0.17%
09102006;6084.40;6064.88;6084.55;6054.67;-0.02%
10102006;6117.71;6094.20;6127.28;6088.05;0.55%
11102006;6119.45;6111.02;6128.20;6080.14;0.03%
12102006;6160.28;6112.51;6164.41;6112.51;0.67%
13102006;6173.68;6169.81;6188.69;6152.36;0.22%
16102006;6186.54;6178.36;6189.82;6162.77;0.21%
17102006;6115.10;6170.02;6170.02;6106.19;-1.15%
18102006;6182.78;6133.78;6210.35;6133.78;1.11%
19102006;6177.42;6168.00;6203.90;6148.31;-0.09%
20102006;6202.82;6189.70;6218.57;6176.90;0.41%
23102006;6242.91;6216.46;6248.80;6185.51;0.65%
24102006;6247.52;6236.95;6251.95;6226.93;0.07%
25102006;6264.92;6243.47;6276.74;6234.06;0.28%
26102006;6284.19;6279.37;6304.78;6270.22;0.31%
27102006;6262.54;6288.56;6300.37;6231.33;-0.34%
30102006;6258.19;6230.86;6263.35;6205.75;-0.07%
31102006;6268.92;6243.63;6286.70;6237.55;0.17%
01112006;6291.90;6262.71;6311.93;6262.59;0.37%
02112006;6223.33;6272.97;6295.67;6201.00;-1.09%
03112006;6241.15;6233.17;6279.46;6220.11;0.29%
06112006;6330.65;6249.92;6331.19;6249.92;1.43%
07112006;6361.96;6334.19;6363.15;6326.24;0.49%
08112006;6349.26;6340.91;6356.41;6317.87;-0.20%
09112006;6358.68;6360.93;6366.65;6333.50;0.15%
10112006;6357.77;6349.70;6366.46;6311.53;-0.01%
13112006;6393.73;6350.65;6403.72;6344.10;0.57%
14112006;6387.38;6394.27;6411.24;6365.43;-0.10%
15112006;6430.89;6404.16;6434.00;6404.16;0.68%
16112006;6443.02;6429.50;6452.13;6415.43;0.19%
17112006;6412.36;6438.18;6451.69;6398.52;-0.48%
20112006;6452.33;6394.08;6459.53;6368.07;0.62%
21112006;6460.39;6450.56;6476.71;6447.53;0.12%
22112006;6476.13;6475.30;6497.06;6453.49;0.24%
23112006;6475.25;6483.58;6494.70;6461.58;-0.01%
24112006;6411.96;6464.85;6469.25;6367.20;-0.98%
27112006;6298.17;6400.49;6419.97;6297.61;-1.77%
28112006;6281.68;6289.71;6305.65;6247.99;-0.26%
29112006;6363.80;6300.41;6365.83;6297.35;1.31%
30112006;6309.19;6365.73;6402.71;6304.62;-0.86%
01122006;6241.13;6322.18;6360.67;6195.81;-1.08%
04122006;6295.23;6258.91;6301.43;6230.30;0.87%
05122006;6372.80;6300.46;6381.37;6286.92;1.23%
06122006;6369.51;6368.30;6385.44;6341.72;-0.05%
07122006;6413.03;6357.82;6440.56;6356.38;0.68%
08122006;6427.41;6396.09;6435.38;6352.35;0.22%
11122006;6469.42;6449.76;6476.34;6447.94;0.65%
12122006;6476.17;6466.58;6484.10;6457.37;0.10%
13122006;6520.77;6479.04;6521.02;6470.86;0.69%
14122006;6552.58;6530.81;6559.38;6523.47;0.49%
15122006;6588.83;6572.75;6605.15;6556.73;0.55%
18122006;6597.25;6588.25;6615.68;6585.79;0.13%
19122006;6553.51;6572.97;6577.35;6524.53;-0.66%
20122006;6586.91;6578.97;6606.47;6578.97;0.51%
21122006;6573.96;6573.37;6595.43;6563.50;-0.20%
22122006;6503.13;6571.98;6577.01;6493.99;-1.08%
27122006;6608.86;6525.99;6611.70;6525.76;1.63%
28122006;6611.81;6615.81;6629.33;6600.89;0.04%
29122006;6596.92;6617.85;6627.36;6596.60;-0.23%
02012007;6681.13;6614.73;6682.81;6614.73;1.28%
03012007;6691.32;6681.23;6704.04;6667.58;0.15%
04012007;6674.40;6662.24;6684.11;6634.74;-0.25%
05012007;6593.09;6661.90;6665.51;6588.03;-1.22%
08012007;6607.59;6603.55;6628.36;6579.90;0.22%
09012007;6614.37;6625.28;6665.91;6606.87;0.10%
10012007;6566.56;6578.76;6592.97;6531.25;-0.72%
11012007;6687.30;6590.74;6695.74;6571.59;1.84%
12012007;6705.17;6690.43;6705.17;6659.95;0.27%
15012007;6731.74;6719.53;6746.30;6719.53;0.40%
16012007;6716.82;6735.83;6746.63;6705.21;-0.22%
17012007;6701.70;6716.67;6732.31;6672.76;-0.23%
18012007;6689.62;6721.09;6737.98;6661.05;-0.18%
19012007;6747.17;6678.81;6754.55;6651.68;0.86%
22012007;6687.31;6753.73;6766.57;6682.49;-0.89%
23012007;6678.93;6692.83;6704.36;6627.96;-0.13%
24012007;6748.37;6692.65;6759.95;6681.66;1.04%
25012007;6719.58;6743.43;6771.42;6703.90;-0.43%
26012007;6690.34;6690.29;6731.36;6659.45;-0.44%
29012007;6726.01;6702.45;6739.50;6683.38;0.53%
30012007;6788.23;6719.97;6801.27;6711.05;0.93%
31012007;6789.11;6772.83;6805.09;6758.85;0.01%
01022007;6851.28;6821.31;6874.77;6820.58;0.92%
02022007;6885.76;6853.77;6904.88;6848.17;0.50%
05022007;6874.06;6878.67;6891.13;6864.19;-0.17%
06022007;6875.70;6881.90;6906.68;6862.19;0.02%
07022007;6915.56;6886.01;6924.46;6885.08;0.58%
08022007;6876.73;6911.24;6918.04;6849.85;-0.56%
09022007;6911.11;6890.65;6928.98;6890.64;0.50%
12022007;6859.45;6892.03;6892.03;6844.39;-0.75%
13022007;6895.34;6868.68;6895.52;6866.07;0.52%
14022007;6961.18;6912.56;6965.39;6907.91;0.95%
15022007;6958.62;6958.14;6972.44;6942.25;-0.04%
16022007;6957.07;6955.71;6979.02;6941.03;-0.02%
19022007;6987.08;6967.53;6996.01;6965.91;0.43%
20022007;6982.91;6978.52;6987.67;6936.08;-0.06%
21022007;6941.66;6999.18;7005.34;6922.36;-0.59%
22022007;6973.73;6959.37;7012.34;6955.57;0.46%
23022007;6992.58;6986.07;6998.27;6964.50;0.27%
26022007;7027.59;6992.12;7040.20;6980.25;0.50%
27022007;6819.65;6988.34;6988.34;6814.57;-2.96%
28022007;6715.44;6728.40;6775.52;6640.99;-1.53%
01032007;6640.24;6714.25;6756.25;6544.28;-1.12%
02032007;6603.32;6663.60;6703.04;6554.05;-0.56%
05032007;6534.57;6510.95;6563.45;6437.25;-1.04%
06032007;6595.00;6558.89;6607.99;6545.63;0.92%
07032007;6617.75;6605.90;6633.87;6584.47;0.34%
08032007;6713.23;6643.82;6713.54;6639.89;1.44%
09032007;6716.52;6706.45;6745.06;6665.73;0.05%
12032007;6715.49;6727.57;6752.18;6674.99;-0.02%
13032007;6623.99;6716.35;6722.83;6623.99;-1.36%
14032007;6447.70;6567.24;6567.24;6444.70;-2.66%
15032007;6585.47;6495.85;6594.33;6495.84;2.14%
16032007;6579.87;6564.79;6614.06;6528.30;-0.09%
19032007;6671.41;6622.76;6677.34;6614.14;1.39%
20032007;6700.29;6673.68;6703.40;6633.81;0.43%
21032007;6712.06;6696.25;6729.65;6688.34;0.18%
22032007;6856.96;6742.78;6872.63;6742.78;2.16%
23032007;6899.06;6859.00;6902.62;6828.22;0.61%
26032007;6828.82;6899.33;6903.82;6799.37;-1.02%
27032007;6858.34;6838.32;6885.34;6838.32;0.43%
28032007;6816.89;6830.73;6843.37;6788.33;-0.60%
29032007;6897.08;6834.09;6903.48;6834.09;1.18%
30032007;6917.03;6903.88;6965.84;6885.58;0.29%
02042007;6937.17;6911.13;6945.36;6891.80;0.29%
03042007;7045.56;6945.36;7053.12;6945.27;1.56%
04042007;7073.91;7072.51;7076.21;7038.49;0.40%
05042007;7099.91;7074.59;7103.73;7068.09;0.37%
10042007;7166.67;7102.47;7172.08;7090.69;0.94%
11042007;7152.83;7168.10;7201.93;7139.34;-0.19%
12042007;7142.95;7150.83;7152.38;7087.29;-0.14%
13042007;7212.07;7153.89;7213.20;7150.70;0.97%
16042007;7338.06;7229.06;7340.25;7229.06;1.75%
17042007;7348.83;7327.50;7365.51;7292.30;0.15%
18042007;7282.34;7341.25;7341.25;7243.42;-0.90%
19042007;7242.73;7205.53;7248.18;7155.05;-0.54%
20042007;7342.54;7257.34;7366.59;7253.03;1.38%
23042007;7335.62;7348.01;7358.27;7302.43;-0.09%
24042007;7270.32;7342.08;7342.08;7218.72;-0.89%
25042007;7343.08;7291.77;7363.37;7287.80;1.00%
26042007;7387.02;7368.54;7412.53;7356.84;0.60%
27042007;7378.12;7384.02;7395.36;7333.69;-0.12%
30042007;7408.87;7369.24;7436.30;7361.36;0.42%
02052007;7455.93;7429.93;7462.72;7422.81;0.64%
03052007;7476.69;7472.14;7483.22;7420.35;0.28%
04052007;7516.76;7476.68;7526.51;7460.02;0.54%
07052007;7525.69;7523.95;7538.59;7508.10;0.12%
08052007;7442.20;7515.01;7515.47;7413.01;-1.11%
09052007;7475.99;7471.95;7489.86;7427.25;0.45%
10052007;7415.33;7477.44;7494.18;7400.42;-0.81%
11052007;7479.34;7386.80;7482.36;7304.61;0.86%
14052007;7459.61;7505.00;7527.96;7446.11;-0.26%
15052007;7505.35;7432.66;7520.53;7418.26;0.61%
16052007;7481.25;7483.43;7523.00;7460.29;-0.32%
17052007;7499.50;7502.12;7528.62;7483.66;0.24%
18052007;7607.54;7498.57;7613.62;7490.51;1.44%
21052007;7619.31;7614.04;7644.44;7599.49;0.15%
22052007;7659.39;7623.64;7676.87;7608.76;0.53%
23052007;7735.88;7665.05;7739.06;7659.80;1.00%
24052007;7697.38;7716.18;7774.36;7669.05;-0.50%
25052007;7739.20;7672.95;7746.92;7658.27;0.54%
29052007;7781.04;7758.86;7787.55;7735.80;0.54%
30052007;7764.97;7741.95;7768.75;7675.89;-0.21%
31052007;7883.04;7790.93;7895.71;7790.93;1.52%
01062007;7987.85;7891.20;8001.63;7889.74;1.33%
04062007;7976.79;7973.68;8010.39;7936.18;-0.14%
05062007;7919.83;7987.11;7996.61;7880.35;-0.71%
06062007;7730.05;7916.71;7925.84;7723.55;-2.40%
07062007;7618.61;7750.38;7786.94;7590.17;-1.44%
08062007;7590.50;7576.01;7644.96;7499.43;-0.37%
11062007;7706.10;7623.33;7706.10;7623.33;1.52%
12062007;7678.26;7693.60;7740.02;7629.46;-0.36%
13062007;7680.76;7652.59;7701.01;7595.69;0.03%
14062007;7849.16;7753.18;7850.73;7752.04;2.19%
15062007;8030.64;7861.22;8032.97;7860.33;2.31%
18062007;8036.12;8044.73;8095.76;8013.58;0.07%
19062007;8033.52;8044.59;8074.11;8011.29;-0.03%
20062007;8090.49;8066.18;8131.73;8046.64;0.71%
21062007;7964.71;8050.65;8060.64;7905.18;-1.55%
22062007;7949.63;7977.26;8013.60;7925.13;-0.19%
25062007;7930.61;7896.91;7942.94;7829.78;-0.24%
26062007;7860.52;7882.39;7904.53;7817.39;-0.88%
27062007;7801.23;7820.35;7822.35;7750.62;-0.75%
28062007;7921.36;7847.44;7923.59;7847.44;1.54%
29062007;8007.32;7947.16;8007.74;7901.60;1.09%
